city,state_name,lat,lng
Edwards,Colorado,39.6215,-106.6183
Otis,Colorado,40.1500,-102.9621
Wigwam,Colorado,38.5394,-104.6355
Crystola,Colorado,38.9558,-105.0272
Egnar,Colorado,37.9164,-108.9401
Georgetown,Colorado,39.7178,-105.6945
Hoyt,Colorado,40.0155,-104.0750
Cope,Colorado,39.6639,-102.8510
Bonanza Mountain Estates,Colorado,39.9768,-105.4798
Bondad,Colorado,37.0458,-107.8762
Grand Lake,Colorado,40.2504,-105.8236
Garden City,Colorado,40.3948,-104.6893
Blue River,Colorado,39.4357,-106.0354
Greenhorn,Colorado,37.9070,-104.8533
Strasburg,Colorado,39.7181,-104.3195
Hasty,Colorado,38.1063,-102.9560
Gunbarrel,Colorado,40.0634,-105.1712
Castle Pines North,Colorado,39.4717,-104.8948
Grover,Colorado,40.8691,-104.2259
Bristol,Colorado,38.1222,-102.3116
Glendale,Colorado,39.7036,-104.9352
Bellvue,Colorado,40.6264,-105.1716
No Name,Colorado,39.5597,-107.2930
La Veta,Colorado,37.5084,-105.0085
Black Forest,Colorado,39.0608,-104.6753
Cheyenne Wells,Colorado,38.8192,-102.3521
Cattle Creek,Colorado,39.4667,-107.2599
Steamboat Springs,Colorado,40.4774,-106.8233
San Acacio,Colorado,37.2086,-105.5667
Cheraw,Colorado,38.1079,-103.5111
Coal Creek,Colorado,38.3620,-105.1417
Lucerne,Colorado,40.4819,-104.6997
Portland,Colorado,38.0892,-107.6952
Cimarron Hills,Colorado,38.8589,-104.6995
Salt Creek,Colorado,38.2389,-104.5881
Williamsburg,Colorado,38.3840,-105.1712
Saint Ann Highlands,Colorado,39.9873,-105.4558
Saint Marys,Colorado,39.8163,-105.6480
Hayden,Colorado,40.4852,-107.2423
Hesperus,Colorado,37.2861,-108.0395
Bergen Park,Colorado,39.6914,-105.3617
Gill,Colorado,40.4541,-104.5422
Gleneagle,Colorado,39.0453,-104.8288
Timpas,Colorado,37.8181,-103.7741
Eckley,Colorado,40.1126,-102.4885
Greenwood,Colorado,38.2050,-105.0969
Kim,Colorado,37.2471,-103.3533
Ca__on City,Colorado,38.4430,-105.2201
Pinecliffe,Colorado,39.9319,-105.4283
Drake,Colorado,40.4319,-105.3403
Fenders,Colorado,39.5739,-105.2169
Idledale,Colorado,39.6688,-105.2432
Simla,Colorado,39.1410,-104.0818
Woody Creek,Colorado,39.2709,-106.8884
Sedgwick,Colorado,40.9352,-102.5257
Hoehne,Colorado,37.2815,-104.3890
Hotchkiss,Colorado,38.7991,-107.7136
Castle Rock,Colorado,39.3761,-104.8536
Salida,Colorado,38.5303,-105.9987
Ouray,Colorado,38.0274,-107.6736
Brookside,Colorado,38.4137,-105.1913
Poudre Park,Colorado,40.6861,-105.3047
Maybell,Colorado,40.5191,-108.0889
Colona,Colorado,38.3274,-107.7795
Fort Carson,Colorado,38.7403,-104.7836
Padroni,Colorado,40.7818,-103.1734
Trinchera,Colorado,37.0422,-104.0475
Pueblo,Colorado,38.2701,-104.6130
Colorado City,Colorado,37.9365,-104.8459
Sheridan,Colorado,39.6466,-105.0181
Brandon,Colorado,38.4464,-102.4412
Breckenridge,Colorado,39.4997,-106.0433
Bonanza,Colorado,38.2966,-106.1419
Conifer,Colorado,39.5211,-105.3053
Loghill Village,Colorado,38.1962,-107.7790
Meridian,Colorado,39.5388,-104.8475
Applewood,Colorado,39.7524,-105.1605
Cedarwood,Colorado,37.9417,-104.6175
Ordway,Colorado,38.2209,-103.7566
Peoria,Colorado,39.6649,-104.1456
Wiley,Colorado,38.1552,-102.7192
Louviers,Colorado,39.4799,-105.0033
Woodrow,Colorado,39.9883,-103.5916
Naturita,Colorado,38.2186,-108.5683
Silver Cliff,Colorado,38.1204,-105.4104
Monte Vista,Colorado,37.5788,-106.1503
Yampa,Colorado,40.1530,-106.9084
Fort Lupton,Colorado,40.0829,-104.7982
Fruita,Colorado,39.1540,-108.7285
Orchard,Colorado,40.3320,-104.1179
Aguilar,Colorado,37.4036,-104.6550
Weldona,Colorado,40.3484,-103.9694
Cascade,Colorado,38.8967,-104.9722
Pine Brook Hill,Colorado,40.0472,-105.3100
Deer Trail,Colorado,39.6152,-104.0431
Berkley,Colorado,39.8045,-105.0282
Longmont,Colorado,40.1691,-105.0995
Towner,Colorado,38.4705,-102.0804
Singleton,Colorado,39.4430,-105.6019
Sequndo,Colorado,40.0360,-105.3324
La Junta Gardens,Colorado,38.0014,-103.5549
Fort Collins,Colorado,40.5487,-105.0656
Oak Creek,Colorado,40.2739,-106.9571
Silt,Colorado,39.5478,-107.6537
Catherine,Colorado,39.4017,-107.1331
Commerce City,Colorado,39.8638,-104.8434
Inverness,Colorado,39.5792,-104.8623
Molina,Colorado,39.1891,-108.0604
Amherst,Colorado,40.6831,-102.1727
Redstone,Colorado,39.1838,-107.2408
Dove Valley,Colorado,39.5739,-104.8279
Wolcott,Colorado,39.7035,-106.6799
Altona,Colorado,40.1254,-105.2923
Boone,Colorado,38.2493,-104.2579
Midland,Colorado,38.8468,-105.1578
Haswell,Colorado,38.4525,-103.1649
Prospect Valley,Colorado,40.0736,-104.4150
Derby,Colorado,39.8401,-104.9172
Valdez,Colorado,37.1239,-104.6794
Toponas,Colorado,40.0603,-106.8081
Keystone,Colorado,39.5901,-105.9383
Sawpit,Colorado,37.9947,-108.0010
Carbondale,Colorado,39.3946,-107.2145
Boulder,Colorado,40.0274,-105.2514
Florissant,Colorado,38.9445,-105.2901
Paragon Estates,Colorado,39.9802,-105.1811
De Beque,Colorado,39.2879,-108.1952
Seven Hills,Colorado,40.0360,-105.3324
Kremmling,Colorado,40.0565,-106.3782
Como,Colorado,39.3161,-105.8928
Conejos,Colorado,37.0872,-106.0161
Olathe,Colorado,38.6084,-107.9830
Rollinsville,Colorado,39.9232,-105.5136
Englewood,Colorado,39.6469,-104.9942
Columbine,Colorado,40.8541,-106.9659
Villa Grove,Colorado,38.2486,-105.9492
Cherry Hills Village,Colorado,39.6375,-104.9481
McClave,Colorado,38.1375,-102.8505
Irondale,Colorado,39.8494,-104.8972
Antonito,Colorado,37.0766,-106.0102
Milliken,Colorado,40.3105,-104.8556
Green Mountain Falls,Colorado,38.9343,-105.0237
Golden,Colorado,39.7406,-105.2122
Rio Blanco,Colorado,39.7378,-107.9454
Greeley,Colorado,40.4150,-104.7697
Bennett,Colorado,39.7366,-104.4286
La Jara,Colorado,37.2735,-105.9598
Paonia,Colorado,38.8698,-107.5914
Keenesburg,Colorado,40.1081,-104.5078
Heeney,Colorado,39.8710,-106.3000
Florence,Colorado,38.3821,-105.1117
Parlin,Colorado,38.5028,-106.7284
Granada,Colorado,38.0630,-102.3118
Boncarbo,Colorado,37.2167,-104.6950
Cowdrey,Colorado,40.8597,-106.3131
Rye,Colorado,37.9213,-104.9323
Walsenburg,Colorado,37.6307,-104.7818
Central City,Colorado,39.7964,-105.5151
San Luis,Colorado,37.2024,-105.4225
Tall Timber,Colorado,40.0151,-105.3498
Granite,Colorado,39.0436,-106.2634
Fleming,Colorado,40.6818,-102.8395
Ellicott,Colorado,38.8256,-104.3829
Springfield,Colorado,37.4049,-102.6189
Stonegate,Colorado,39.5355,-104.8037
South Platte,Colorado,39.4075,-105.1714
Jansen,Colorado,37.1581,-104.5501
Swink,Colorado,38.0142,-103.6280
Mount Crested Butte,Colorado,38.9085,-106.9587
Sunshine,Colorado,40.0636,-105.3696
Olney Springs,Colorado,38.1663,-103.9445
Lay,Colorado,40.5266,-107.8820
Vigil,Colorado,37.1611,-104.9417
Arapahoe,Colorado,38.8500,-102.1821
Johnstown,Colorado,40.3491,-104.9490
Highlands Ranch,Colorado,39.5419,-104.9708
Northglenn,Colorado,39.9107,-104.9783
Hillrose,Colorado,40.3248,-103.5223
Maysville,Colorado,38.5305,-106.2157
Indian Hills,Colorado,39.6294,-105.2508
Matheson,Colorado,39.1717,-103.9755
Orchard Mesa,Colorado,39.0365,-108.5170
Monument,Colorado,39.0736,-104.8468
Eldora,Colorado,39.9536,-105.5780
Leyner,Colorado,40.0511,-105.1073
Cripple Creek,Colorado,38.7462,-105.1841
Marble,Colorado,39.0717,-107.1903
New Castle,Colorado,39.5785,-107.5262
Clifton,Colorado,39.0763,-108.4606
Doyleville,Colorado,38.4517,-106.6095
Gateway,Colorado,38.6825,-108.9751
Hygiene,Colorado,40.1886,-105.1808
Crescent,Colorado,39.9283,-105.3428
Cardiff,Colorado,39.5061,-107.3109
Empire,Colorado,39.7594,-105.6828
Wallstreet,Colorado,40.0389,-105.3908
Red Feather Lakes,Colorado,40.8071,-105.5864
Cokedale,Colorado,37.1444,-104.6217
Watkins,Colorado,39.6971,-104.5787
Picture Rocks,Arizona,32.3273,-111.2557
Continental,Arizona,31.8523,-110.9748
Scottsdale,Arizona,33.6872,-111.8650
Flagstaff,Arizona,35.1867,-111.6175
Nogales,Arizona,31.3624,-110.9336
Laveen,Arizona,33.3628,-112.1693
Valle,Arizona,35.6245,-112.1350
Ak-Chin Village,Arizona,33.0197,-112.0808
Hotevilla-Bacavi,Arizona,35.9225,-110.6569
Parker,Arizona,34.0286,-114.2224
Tuba City,Arizona,36.1250,-111.2467
Cortaro,Arizona,32.3562,-111.0884
Tolleson,Arizona,33.4484,-112.2561
Chandler Heights,Arizona,33.2120,-111.6862
Rillito,Arizona,32.4157,-111.1549
Hereford,Arizona,31.4384,-110.0979
Wittmann,Arizona,33.7750,-112.5251
Kinter,Arizona,32.7573,-114.3980
Gila Bend,Arizona,32.9662,-112.7155
Oro Valley,Arizona,32.4226,-110.9767
Saint Johns,Arizona,34.5018,-109.3784
Blackwater,Arizona,33.0394,-111.5798
Cactus Forest,Arizona,32.9578,-111.3170
Pirtleville,Arizona,31.3613,-109.5661
Greasewood,Arizona,35.5279,-109.8614
Second Mesa,Arizona,35.8222,-110.4884
Fort Defiance,Arizona,35.7469,-109.0685
Antares,Arizona,35.4229,-113.8083
Rio Rico,Arizona,31.4957,-110.9886
Sevenmile,Arizona,33.7882,-109.9576
Cienega Springs,Arizona,34.2009,-114.2089
Greer,Arizona,34.0052,-109.4611
Oatman,Arizona,35.0272,-114.3841
Salome,Arizona,33.7778,-113.6061
Verde Village,Arizona,34.7120,-111.9940
Berry,Arizona,35.2528,-113.9719
Star Valley,Arizona,34.2611,-111.2197
Pima,Arizona,32.8876,-109.8409
Chuichu,Arizona,32.7403,-111.7821
Tolani Lake,Arizona,35.4310,-110.8430
Black Canyon City,Arizona,34.0709,-112.1220
Quartzsite,Arizona,33.6675,-114.2170
Beaver Dam,Arizona,36.9071,-113.9363
Fort Thomas,Arizona,33.0222,-109.9665
Arizona Village,Arizona,34.8548,-114.5893
Green Valley,Arizona,31.8437,-111.0172
El Mirage,Arizona,33.5906,-112.3271
Wenden,Arizona,33.8324,-113.5433
Saint Michaels,Arizona,35.6606,-109.0962
Tonopah,Arizona,33.4880,-112.9308
Guadalupe,Arizona,33.3665,-111.9633
Gisela,Arizona,34.1015,-111.2895
Paulden,Arizona,34.8899,-112.4938
Manila,Arizona,34.9650,-110.4135
Cornfields,Arizona,35.6514,-109.6758
Fort Apache,Arizona,33.7907,-109.9873
San Manuel,Arizona,32.6091,-110.6415
Sanders,Arizona,35.2095,-109.3224
Kelvin,Arizona,33.1115,-110.9734
White Hills,Arizona,35.7242,-114.4004
Wilhoit,Arizona,34.4082,-112.6156
Whetstone,Arizona,31.7011,-110.3399
Queen Creek,Arizona,33.2392,-111.6397
Vernon,Arizona,34.2508,-109.6926
Sun Lakes,Arizona,33.2172,-111.8695
Katherine,Arizona,35.2206,-114.5616
Gleeson,Arizona,31.7340,-109.8298
Lake Montezuma,Arizona,34.6415,-111.7958
La Palma,Arizona,32.8792,-111.5151
Claypool,Arizona,33.4060,-110.8421
York,Arizona,32.9175,-109.1960
Red Rock,Arizona,32.5610,-111.3745
Willow Valley,Arizona,34.9296,-114.6159
Fredonia,Arizona,36.9633,-112.5200
Rough Rock,Arizona,36.4106,-109.8691
Bacavi,Arizona,35.9236,-110.6574
Pinetop-Lakeside,Arizona,34.1486,-109.9656
Buckeye,Arizona,33.4318,-112.6430
Top-of-the-World,Arizona,33.3477,-110.9997
Sells,Arizona,31.9202,-111.8775
Seligman,Arizona,35.3256,-112.8573
Show Low,Arizona,34.2677,-110.0387
Leupp,Arizona,35.2966,-111.0027
Coolidge,Arizona,32.9595,-111.5285
Harcuvar,Arizona,33.7600,-113.6533
San Simon,Arizona,32.2679,-109.2308
Bitter Springs,Arizona,36.6118,-111.6475
Nutrioso,Arizona,33.9514,-109.2058
Yucca,Arizona,34.8630,-114.1461
Sun City West,Arizona,33.6694,-112.3575
Sawmill,Arizona,35.8924,-109.1538
Williamson,Arizona,34.7082,-112.5342
Bear Flat,Arizona,34.2925,-111.0674
Dragoon,Arizona,32.0263,-110.0365
Lake of the Woods,Arizona,34.1547,-109.9936
Hope,Arizona,33.7231,-113.7024
Tonto Village,Arizona,34.3198,-111.1394
Why,Arizona,32.2590,-112.7307
First Mesa,Arizona,35.8389,-110.3665
Pinal,Arizona,33.3799,-110.7575
Concho,Arizona,34.4744,-109.6102
Tubac,Arizona,31.6110,-111.0586
Dudleyville,Arizona,32.9127,-110.7345
Truxton,Arizona,35.4870,-113.5608
Tombstone,Arizona,31.7189,-110.0637
Mescal,Arizona,31.9674,-110.4367
White Mountain Lake,Arizona,34.3441,-109.9878
Komatke,Arizona,33.2953,-112.1615
Stanfield,Arizona,32.8793,-111.9636
Phoenix,Arizona,33.5722,-112.0891
Jakes Corner,Arizona,34.0083,-111.3202
Many Farms,Arizona,36.3532,-109.6271
Teec Nos Pos,Arizona,36.9221,-109.0753
Queen Valley,Arizona,33.2830,-111.3049
San Miguel,Arizona,31.6295,-111.7801
Bowie,Arizona,32.3247,-109.4843
Arlington,Arizona,33.3346,-112.7747
Lupton,Arizona,35.3548,-109.0528
Summerhaven,Arizona,32.4416,-110.7766
Mountainaire,Arizona,35.0920,-111.6493
Rio Verde,Arizona,33.7266,-111.6761
Dos Cabezas,Arizona,32.1754,-109.6134
Kearny,Arizona,33.0561,-110.9076
Harris,Arizona,35.1369,-114.0838
Marana,Arizona,32.4355,-111.1558
Tucson Estates,Arizona,32.1792,-111.1254
Peridot,Arizona,33.3016,-110.4554
Wikieup,Arizona,34.6931,-113.5995
Miami,Arizona,33.3951,-110.8722
Aztec,Arizona,32.8082,-113.4427
Gold Canyon,Arizona,33.3715,-111.4369
Keams Canyon,Arizona,35.8229,-110.2011
Arizona City,Arizona,32.7506,-111.6708
Picacho,Arizona,32.7091,-111.4910
Kaibito,Arizona,36.5920,-111.1071
Canyon Day,Arizona,33.7826,-110.0328
Florence Junction,Arizona,33.2595,-111.3371
Holbrook,Arizona,34.9044,-110.1672
Haivana Nakya,Arizona,32.0051,-111.7124
Vail,Arizona,32.0217,-110.6937
McNeal,Arizona,31.6079,-109.6699
Morenci,Arizona,33.0531,-109.3307
Gila Crossing,Arizona,33.2730,-112.1627
Catalina Foothills,Arizona,32.3041,-110.8835
Copper Hill,Arizona,33.4379,-110.7516
Superior,Arizona,33.2852,-111.1103
Maricopa,Arizona,33.0447,-112.0164
Duncan,Arizona,32.7344,-109.0972
Tonto Basin,Arizona,33.8361,-111.3003
Overgaard,Arizona,34.3909,-110.5532
Dateland,Arizona,32.8209,-113.5418
Kaibab,Arizona,36.8815,-112.7236
Chloride,Arizona,35.4096,-114.1973
Sedona,Arizona,34.8574,-111.7951
Vaiva Vo,Arizona,32.7167,-111.9270
Palo Verde,Arizona,33.3481,-112.6774
Utting,Arizona,33.8544,-113.9128
Ali Chukson,Arizona,31.9115,-111.8016
McNary,Arizona,34.0924,-109.8541
Kachina Village,Arizona,35.0949,-111.6926
Ehrenberg,Arizona,33.6175,-114.4883
LeChee,Arizona,36.8710,-111.4328
Avondale,Arizona,33.3858,-112.3236
Alpine,Arizona,33.8461,-109.1432
Bylas,Arizona,33.1282,-110.1154
Kino Springs,Arizona,31.3641,-110.8096
Bryce,Arizona,32.9258,-109.8230
Peeples Valley,Arizona,34.2773,-112.7654
Littlefield,Arizona,36.8663,-113.9358
Tucson,Arizona,32.1558,-110.8777
Gu Oidak,Arizona,31.9206,-112.0235
Arivaca Junction,Arizona,31.7390,-111.0738
Polacca,Arizona,35.8367,-110.3815
Eloy,Arizona,32.7464,-111.5994
Wickenburg,Arizona,33.9823,-112.7667
Aguila,Arizona,33.9376,-113.1665
Palominas,Arizona,31.3837,-110.1211
Blaisdell,Arizona,32.7125,-114.4266
Crozier,Arizona,35.4227,-113.6486
Curtiss,Arizona,31.8845,-110.2298
Gilbert,Arizona,33.3103,-111.7463
Window Rock,Arizona,35.6705,-109.0639
San Carlos,Arizona,33.3500,-110.4654
Tees Toh,Arizona,35.4849,-110.3989
Prescott Valley,Arizona,34.5983,-112.3178
Congress,Arizona,34.1526,-112.8642
Shonto,Arizona,36.5893,-110.6607
Swift Trail Junction,Arizona,32.7305,-109.7147
Wintersburg,Arizona,33.4187,-112.8666
Mesa,Arizona,33.4016,-111.7180
Penzance,Arizona,34.9053,-110.2548
Roosevelt,Arizona,33.6618,-111.1253
Summit,Arizona,32.0656,-110.9486
Houck,Arizona,35.2714,-109.2236
Oracle,Arizona,32.6092,-110.7818
Flowing Springs,Arizona,34.3131,-111.3379
Catalina,Arizona,32.4849,-110.8996
Cave Creek,Arizona,33.8513,-111.9801
Bouse,Arizona,33.8984,-113.9962
Hillside,Arizona,34.4184,-112.9171
Tacna,Arizona,32.7004,-113.9618
Dilkon,Arizona,35.3606,-110.3155
Lukachukai,Arizona,36.4112,-109.2267
Spring Valley,Arizona,34.3531,-112.1514
North Komelik,Arizona,32.5078,-111.9465
Littletown,Arizona,32.1305,-110.8728
Peach Springs,Arizona,35.5315,-113.4319
Douglas,Arizona,31.3602,-109.5394
Three Points,Arizona,32.0596,-111.2866
Ajo,Arizona,32.3923,-112.8839
Huachuca City,Arizona,31.6308,-110.3422
Safford,Arizona,32.8318,-109.7006
Comobabi,Arizona,32.0539,-111.8029
Parker Strip,Arizona,34.2803,-114.1269
Apache Junction,Arizona,33.3982,-111.5349
Pinedale,Arizona,34.3208,-110.2599
Supai,Arizona,36.2299,-112.6926
Tat Momoli,Arizona,32.6013,-111.8862
Olberg,Arizona,33.0923,-111.6862
Sonoita,Arizona,31.6645,-110.6427
Geronimo,Arizona,33.0770,-110.0351
Kirkland Junction,Arizona,34.3692,-112.6652
Marble Canyon,Arizona,36.8155,-111.6377
Strawberry,Arizona,34.4018,-111.5002
Prescott,Arizona,34.5799,-112.4476
Bumble Bee,Arizona,34.2009,-112.1529
Sehili,Arizona,36.2807,-109.1814
Bisbee,Arizona,31.4126,-109.9179
Growler,Arizona,32.8156,-113.7991
Sun City,Arizona,33.6165,-112.2819
Cottonwood,Arizona,34.7194,-112.0014
Whiteriver,Arizona,33.8358,-109.9616
Yarnell,Arizona,34.2283,-112.7631
Sierra Vista,Arizona,31.5631,-110.3153
Shongopovi,Arizona,35.8195,-110.5331
Anthem,Arizona,33.8559,-112.1171
Bullhead City,Arizona,35.1205,-114.5460
Sacaton,Arizona,33.0793,-111.7683
Morristown,Arizona,33.8549,-112.6138
Roll,Arizona,32.7517,-113.9891
Kirkland,Arizona,34.4175,-112.7121
Cibecue,Arizona,34.0333,-110.4854
Ventana,Arizona,32.4681,-112.2434
Flores,Arizona,34.0625,-112.8216
Joseph City,Arizona,34.9614,-110.3274
Golden Valley,Arizona,35.2060,-114.2327
Grand Canyon,Arizona,36.0544,-112.1393
Tonalea,Arizona,36.3218,-110.9667
Cane Beds,Arizona,36.9341,-112.9118
Fortuna Foothills,Arizona,32.6616,-114.3975
Mohave Valley,Arizona,34.9008,-114.5732
Pearce,Arizona,31.9051,-109.8206
Casa Grande,Arizona,32.9070,-111.7623
Desert Hills,Arizona,34.5506,-114.3754
Jerome,Arizona,34.7466,-112.1072
Cashion,Arizona,33.4353,-112.2979
Mesa del Caballo,Arizona,34.2860,-111.2952
Winslow,Arizona,35.0253,-110.7098
Cordes Lakes,Arizona,34.3103,-112.1073
Snowflake,Arizona,34.5223,-110.0914
Linden,Arizona,34.2625,-110.1424
Casa Blanca,Arizona,33.1154,-111.9080
Hyder,Arizona,33.0164,-113.3488
Gadsden,Arizona,32.5564,-114.7810
Tanque Verde,Arizona,32.2684,-110.7442
Heber,Arizona,34.4314,-110.5940
Meadview,Arizona,35.9532,-114.0789
Cornville,Arizona,34.7389,-111.9086
Yuma,Arizona,32.5990,-114.5489
Central,Arizona,32.8681,-109.7914
Drexel Heights,Arizona,32.1457,-111.0478
Corona de Tucson,Arizona,31.9495,-110.7836
Round Rock,Arizona,36.5044,-109.4616
Carrizo,Arizona,33.9867,-110.3314
Oxbow Estates,Arizona,34.1824,-111.3430
Oak Springs,Arizona,35.4759,-109.1319
Central Heights,Arizona,33.4126,-110.8148
Toltec,Arizona,32.7923,-111.6148
Sahuarita,Arizona,31.9328,-110.9654
Hotevilla,Arizona,35.9278,-110.6729
Toyei,Arizona,35.7044,-109.9370
Pimaco Two,Arizona,31.9666,-110.4663
Vicksburg,Arizona,33.7293,-113.8254
Somerton,Arizona,32.6009,-114.6990
Mormon Lake,Arizona,34.9084,-111.4632
Bagdad,Arizona,34.5771,-113.1771
Chino Valley,Arizona,34.7593,-112.4107
Campo Bonito,Arizona,32.5629,-110.6984
Winona,Arizona,35.2050,-111.4082
Cochise,Arizona,32.1137,-109.9217
Glenbar,Arizona,32.9167,-109.8581
Rock Point,Arizona,36.7173,-109.6287
Benson,Arizona,31.9157,-110.3257
Willow Canyon,Arizona,32.3882,-110.7009
Tumacacori,Arizona,31.5687,-111.0523
Chilchinbito,Arizona,36.5027,-110.0512
Beardsley,Arizona,33.6614,-112.3791
Elgin,Arizona,31.6680,-110.5349
Miracle Valley,Arizona,31.3829,-110.1485
Quijotoa,Arizona,32.1273,-112.1382
Ganado,Arizona,35.7016,-109.5504
Naco,Arizona,31.3430,-109.9336
Saint David,Arizona,31.8992,-110.2251
Citrus Park,Arizona,33.5304,-112.4440
Chiawuli Tak,Arizona,31.9410,-111.7765
Springerville,Arizona,34.1560,-109.2989
Ak Chin,Arizona,32.2872,-112.0091
Sunizona,Arizona,31.8841,-109.6329
Ali Molina,Arizona,31.9025,-111.7805
Tusayan,Arizona,35.9550,-112.1202
Oracle Junction,Arizona,32.5551,-110.9334
Ko Vaya,Arizona,32.0815,-111.8959
Mesquite Creek,Arizona,34.9606,-114.5714
Chandler,Arizona,33.2828,-111.8517
South Komelik,Arizona,31.7144,-111.7744
Youngtown,Arizona,33.5846,-112.3048
Kaka,Arizona,32.5114,-112.3169
Nolic,Arizona,32.0341,-111.9550
Willcox,Arizona,32.2514,-109.8359
Woodruff,Arizona,34.7843,-110.0366
Schuchk,Arizona,32.1212,-111.6832
Wide Ruins,Arizona,35.4175,-109.4994
Williams,Arizona,35.2476,-112.1833
Moenkopi,Arizona,36.1124,-111.2212
Fountain Hills,Arizona,33.6072,-111.7398
Amado,Arizona,31.6968,-111.0583
Whispering Pines,Arizona,34.3728,-111.2813
Kayenta,Arizona,36.7144,-110.2589
Low Mountain,Arizona,35.9481,-110.0981
Mammoth,Arizona,32.7235,-110.6445
Quivero,Arizona,35.5325,-112.1907
Glendale,Arizona,33.5797,-112.2246
Carmen,Arizona,31.5873,-111.0529
Clay Springs,Arizona,34.3592,-110.3043
San Tan Valley,Arizona,33.1879,-111.5473
Chinle,Arizona,36.1504,-109.5794
Munds Park,Arizona,34.9382,-111.6318
Wellton,Arizona,32.6400,-114.2140
Randolph,Arizona,32.9170,-111.5148
Sasabe,Arizona,31.4887,-111.5421
Red Lake,Arizona,36.3225,-110.9493
Klagetoh,Arizona,35.5010,-109.5283
Eagar,Arizona,34.1058,-109.2956
Sheldon,Arizona,32.8148,-109.1723
Pine,Arizona,34.3788,-111.4574
Kykotsmovi Village,Arizona,35.8576,-110.6338
Hayden,Arizona,32.9995,-110.7814
Lukeville,Arizona,31.8826,-112.8157
Santa Rosa,Arizona,32.3326,-112.0464
Surprise,Arizona,33.6802,-112.4525
Higley,Arizona,33.3073,-111.7210
South Tucson,Arizona,32.1955,-110.9691
Dome,Arizona,32.7553,-114.3622
Dewey-Humboldt,Arizona,34.5174,-112.2498
Ali Chuk,Arizona,31.8169,-112.5585
Double Adobe,Arizona,31.4668,-109.6901
Elfrida,Arizona,31.6858,-109.6896
Casas Adobes,Arizona,32.3423,-111.0112
Solomon,Arizona,32.8138,-109.6290
Nelson,Arizona,32.4298,-111.2649
Dennehotso,Arizona,36.8208,-109.8791
Avra Valley,Arizona,32.4195,-111.3393
Brenda,Arizona,33.6721,-113.9379
Litchfield Park,Arizona,33.5024,-112.3586
Globe,Arizona,33.3869,-110.7515
Pinon,Arizona,36.0992,-110.2209
Clarkdale,Arizona,34.7501,-112.0549
Lake Havasu City,Arizona,34.5006,-114.3115
Colorado City,Arizona,36.9774,-112.9830
Bluewater,Arizona,34.1681,-114.2667
Charco,Arizona,32.2474,-112.6000
Goodyear,Arizona,33.2613,-112.3622
Cedar Creek,Arizona,33.9030,-110.1929
Beyerville,Arizona,31.3921,-110.8748
Peoria,Arizona,33.7844,-112.2989
Oraibi,Arizona,35.8764,-110.6404
Nazlini,Arizona,35.9155,-109.4726
Burnside,Arizona,35.7534,-109.6247
Washington Park,Arizona,34.3978,-111.2731
Moccasin,Arizona,36.9099,-112.7546
Freedom Acres,Arizona,34.3199,-111.3051
San Jose,Arizona,32.8169,-109.5957
Topock,Arizona,34.7206,-114.4780
Camp Verde,Arizona,34.5699,-111.8573
Bon,Arizona,32.9714,-111.9085
Taylor,Arizona,34.4393,-110.1018
Sun Valley,Arizona,34.9834,-110.0374
Valentine,Arizona,35.3886,-113.6591
New River,Arizona,33.8835,-112.0858
Del Muerto,Arizona,36.1870,-109.4348
Cameron,Arizona,35.8537,-111.4269
Kingman,Arizona,35.2168,-114.0167
Salina,Arizona,36.0222,-109.8673
Topawa,Arizona,31.8078,-111.8305
North Rim,Arizona,36.2105,-112.0613
Young,Arizona,34.1189,-110.9559
Indian Wells,Arizona,35.4089,-110.1061
Flowing Wells,Arizona,32.2933,-111.0097
Cibola,Arizona,33.3733,-114.6792
Pisinemo,Arizona,32.0350,-112.3193
Winkelman,Arizona,32.9848,-110.7651
Kohatk,Arizona,32.5782,-112.0032
East Fork,Arizona,33.8081,-109.9228
Santa Cruz,Arizona,33.2326,-112.1593
Portal,Arizona,31.9137,-109.1414
Jeddito,Arizona,35.7697,-110.1305
McConnico,Arizona,35.1636,-114.0898
Steamboat,Arizona,35.7535,-109.8504
Artesia,Arizona,32.6981,-109.7076
White Cone,Arizona,35.6037,-110.0791
Anegam,Arizona,32.3742,-112.0350
Franklin,Arizona,32.6771,-109.0721
Poston,Arizona,33.9921,-114.4046
Seba Dalkai,Arizona,35.4816,-110.4562
Theba,Arizona,32.9182,-112.8899
Davis Dam,Arizona,35.1800,-114.5664
Cowlic,Arizona,31.8048,-111.9876
Arivaca,Arizona,31.5750,-111.2926
Thatcher,Arizona,32.8317,-109.7594
Hackberry,Arizona,35.3401,-113.7256
Wahak Hotrontk,Arizona,32.1748,-112.3663
Florence,Arizona,33.0631,-111.4272
Maish Vaya,Arizona,32.1703,-112.1342
Forest Lakes Estates,Arizona,34.3389,-110.7998
Rye,Arizona,34.0979,-111.3542
Parks,Arizona,35.2948,-111.9754
San Luis,Arizona,32.4922,-114.7105
Mayer,Arizona,34.4233,-112.2408
Cutter,Arizona,33.3584,-110.6594
Skull Valley,Arizona,34.5053,-112.6855
Tempe,Arizona,33.3881,-111.9318
La Paz Valley,Arizona,33.5578,-114.2434
Carefree,Arizona,33.8234,-111.9162
Patagonia,Arizona,31.5436,-110.7477
Kohls Ranch,Arizona,34.3210,-111.0838
